dungeon_type,关卡ID,层数,章节ID,结构ID,数数通过场景数,对应房间段,房间池ID,候选房间Prefab ID,权重,完成规则,开启关卡指引,房间类型,特殊内容,source,verification_status
1,10302,47,3,10302,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=149,USER_APPROVED
1,10302,47,3,10302,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=150,USER_APPROVED
1,10303,48,3,10303,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=151,USER_APPROVED
1,10303,48,3,10303,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=152,USER_APPROVED
1,10303,48,3,10303,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=153,USER_APPROVED
1,10304,49,3,10304,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=154,USER_APPROVED
1,10304,49,3,10304,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=155,USER_APPROVED
1,10304,49,3,10304,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=156,USER_APPROVED
1,10305,50,3,10305,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=157,USER_APPROVED
1,10305,50,3,10305,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=158,USER_APPROVED
1,10305,50,3,10305,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=159,USER_APPROVED
1,10306,51,3,10306,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=160,USER_APPROVED
1,10306,51,3,10306,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=161,USER_APPROVED
1,10306,51,3,10306,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=162,USER_APPROVED
1,10307,52,3,10307,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=163,USER_APPROVED
1,10307,52,3,10307,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=164,USER_APPROVED
1,10307,52,3,10307,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=165,USER_APPROVED
1,10308,53,3,10308,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=166,USER_APPROVED
1,10308,53,3,10308,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=167,USER_APPROVED
1,10308,53,3,10308,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=168,USER_APPROVED
1,10309,54,3,10309,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=169,USER_APPROVED
1,10309,54,3,10309,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=170,USER_APPROVED
1,10309,54,3,10309,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=171,USER_APPROVED
1,10310,55,3,10310,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=172,USER_APPROVED
1,10310,55,3,10310,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=173,USER_APPROVED
1,10310,55,3,10310,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=174,USER_APPROVED
1,10311,56,3,10311,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=175,USER_APPROVED
1,10311,56,3,10311,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=176,USER_APPROVED
1,10311,56,3,10311,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=177,USER_APPROVED
1,10312,57,3,10312,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=178,USER_APPROVED
1,10312,57,3,10312,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=179,USER_APPROVED
1,10312,57,3,10312,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=180,USER_APPROVED
1,10313,58,3,10313,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=181,USER_APPROVED
1,10313,58,3,10313,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=182,USER_APPROVED
1,10313,58,3,10313,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=183,USER_APPROVED
1,10314,59,3,10314,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=184,USER_APPROVED
1,10314,59,3,10314,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=185,USER_APPROVED
1,10314,59,3,10314,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=186,USER_APPROVED
1,10315,60,3,10315,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=187,USER_APPROVED
1,10315,60,3,10315,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=188,USER_APPROVED
1,10315,60,3,10315,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=189,USER_APPROVED
1,10316,61,3,10316,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=190,USER_APPROVED
1,10316,61,3,10316,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=191,USER_APPROVED
1,10316,61,3,10316,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=192,USER_APPROVED
1,10317,62,3,10317,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=193,USER_APPROVED
1,10317,62,3,10317,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=194,USER_APPROVED
1,10317,62,3,10317,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=195,USER_APPROVED
1,10318,63,3,10318,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=196,USER_APPROVED
1,10318,63,3,10318,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=197,USER_APPROVED
1,10318,63,3,10318,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=198,USER_APPROVED
1,10319,64,3,10319,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=199,USER_APPROVED
1,10319,64,3,10319,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=200,USER_APPROVED
1,10319,64,3,10319,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=201,USER_APPROVED
1,10320,65,3,10320,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=202,USER_APPROVED
1,10320,65,3,10320,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=203,USER_APPROVED
1,10320,65,3,10320,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=204,USER_APPROVED
1,10321,66,3,10321,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=205,USER_APPROVED
1,10321,66,3,10321,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=206,USER_APPROVED
1,10321,66,3,10321,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=207,USER_APPROVED
1,10322,67,3,10322,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=208,USER_APPROVED
1,10322,67,3,10322,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=209,USER_APPROVED
1,10322,67,3,10322,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=210,USER_APPROVED
1,10323,68,3,10323,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=211,USER_APPROVED
1,10323,68,3,10323,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=212,USER_APPROVED
1,10323,68,3,10323,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=213,USER_APPROVED
1,10324,69,3,10324,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=214,USER_APPROVED
1,10324,69,3,10324,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=215,USER_APPROVED
1,10324,69,3,10324,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=216,USER_APPROVED
1,10325,70,3,10325,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=217,USER_APPROVED
1,10325,70,3,10325,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=218,USER_APPROVED
1,10325,70,3,10325,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=219,USER_APPROVED
1,10326,71,3,10326,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=220,USER_APPROVED
1,10326,71,3,10326,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=221,USER_APPROVED
1,10326,71,3,10326,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=222,USER_APPROVED
1,10327,72,3,10327,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=223,USER_APPROVED
1,10327,72,3,10327,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=224,USER_APPROVED
1,10327,72,3,10327,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=225,USER_APPROVED
1,10328,73,3,10328,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=226,USER_APPROVED
1,10328,73,3,10328,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=227,USER_APPROVED
1,10328,73,3,10328,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=228,USER_APPROVED
1,10329,74,3,10329,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=229,USER_APPROVED
1,10329,74,3,10329,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=230,USER_APPROVED
1,10329,74,3,10329,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=231,USER_APPROVED
1,10330,75,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=232,USER_APPROVED
1,10330,75,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=233,USER_APPROVED
1,10330,75,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=234,USER_APPROVED
1,10331,76,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=235,USER_APPROVED
1,10331,76,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=236,USER_APPROVED
1,10331,76,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=237,USER_APPROVED
1,10332,77,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=238,USER_APPROVED
1,10332,77,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=239,USER_APPROVED
1,10332,77,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=240,USER_APPROVED
1,10333,78,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=241,USER_APPROVED
1,10333,78,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=242,USER_APPROVED
1,10333,78,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=243,USER_APPROVED
1,10334,79,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=244,USER_APPROVED
1,10334,79,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=245,USER_APPROVED
1,10334,79,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=246,USER_APPROVED
1,10335,80,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=247,USER_APPROVED
1,10335,80,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=248,USER_APPROVED
1,10335,80,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=249,USER_APPROVED
1,10336,81,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=250,USER_APPROVED
1,10336,81,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=251,USER_APPROVED
1,10336,81,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=252,USER_APPROVED
1,10337,82,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=253,USER_APPROVED
1,10337,82,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=254,USER_APPROVED
1,10337,82,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=255,USER_APPROVED
1,10338,83,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=256,USER_APPROVED
1,10338,83,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=257,USER_APPROVED
1,10338,83,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=258,USER_APPROVED
1,10339,84,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=259,USER_APPROVED
1,10339,84,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=260,USER_APPROVED
1,10339,84,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=261,USER_APPROVED
1,10340,85,3,10330,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=262,USER_APPROVED
1,10340,85,3,10330,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=263,USER_APPROVED
1,10340,85,3,10330,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=264,USER_APPROVED
1,10401,86,4,10401,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=265,USER_APPROVED
1,10401,86,4,10401,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=266,USER_APPROVED
1,10401,86,4,10401,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=267,USER_APPROVED
1,10402,87,4,10402,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=268,USER_APPROVED
1,10402,87,4,10402,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=269,USER_APPROVED
1,10402,87,4,10402,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=270,USER_APPROVED
1,10403,88,4,10403,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=271,USER_APPROVED
1,10403,88,4,10403,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=272,USER_APPROVED
1,10403,88,4,10403,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=273,USER_APPROVED
1,10404,89,4,10404,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=274,USER_APPROVED
1,10404,89,4,10404,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=275,USER_APPROVED
1,10404,89,4,10404,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=276,USER_APPROVED
1,10405,90,4,10405,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=277,USER_APPROVED
1,10405,90,4,10405,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=278,USER_APPROVED
1,10405,90,4,10405,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=279,USER_APPROVED
1,10406,91,4,10406,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=280,USER_APPROVED
1,10406,91,4,10406,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=281,USER_APPROVED
1,10406,91,4,10406,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=282,USER_APPROVED
1,10407,92,4,10407,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=283,USER_APPROVED
1,10407,92,4,10407,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=284,USER_APPROVED
1,10407,92,4,10407,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=285,USER_APPROVED
1,10408,93,4,10408,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=286,USER_APPROVED
1,10408,93,4,10408,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=287,USER_APPROVED
1,10408,93,4,10408,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=288,USER_APPROVED
1,10409,94,4,10409,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=289,USER_APPROVED
1,10409,94,4,10409,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=290,USER_APPROVED
1,10409,94,4,10409,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=291,USER_APPROVED
1,10410,95,4,10410,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=292,USER_APPROVED
1,10410,95,4,10410,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=293,USER_APPROVED
1,10410,95,4,10410,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=294,USER_APPROVED
