装备类别,equipment_id,名称,career,职业,quality_tier,品质,部位,底材/基础装备ID,元素,技能/被动/效果ID,核心技能ID,套装ID,来源
防具,3000409,拓荒项链,0,全职业,1,白（灰）/凡品,槽位109,3000409,,0,,0,src/conf/conf_armor.erl:7381
防具,3000410,拓荒项链,0,全职业,1,白（灰）/凡品,槽位109,3000410,,0,,0,src/conf/conf_armor.erl:7399
防具,3000411,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000411,,0,,0,src/conf/conf_armor.erl:7417
防具,3000412,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000412,,0,,0,src/conf/conf_armor.erl:7435
防具,3000413,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000413,,0,,0,src/conf/conf_armor.erl:7453
防具,3000414,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000414,,0,,0,src/conf/conf_armor.erl:7471
防具,3000415,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000415,,0,,0,src/conf/conf_armor.erl:7489
防具,3000416,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000416,,0,,0,src/conf/conf_armor.erl:7507
防具,3000417,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000417,,0,,0,src/conf/conf_armor.erl:7525
防具,3000418,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000418,,0,,0,src/conf/conf_armor.erl:7543
防具,3000419,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000419,,0,,0,src/conf/conf_armor.erl:7561
防具,3000420,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000420,,0,,0,src/conf/conf_armor.erl:7579
防具,3000421,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000421,,0,,0,src/conf/conf_armor.erl:7597
防具,3000422,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000422,,0,,0,src/conf/conf_armor.erl:7615
防具,3000423,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000423,,0,,0,src/conf/conf_armor.erl:7633
防具,3000424,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000424,,0,,0,src/conf/conf_armor.erl:7651
防具,3000425,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000425,,0,,0,src/conf/conf_armor.erl:7669
防具,3000426,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000426,,0,,0,src/conf/conf_armor.erl:7687
防具,3000427,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000427,,0,,0,src/conf/conf_armor.erl:7705
防具,3000428,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000428,,0,,0,src/conf/conf_armor.erl:7723
防具,3000429,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000429,,0,,0,src/conf/conf_armor.erl:7741
防具,3000430,远征项链,0,全职业,1,白（灰）/凡品,槽位109,3000430,,0,,0,src/conf/conf_armor.erl:7759
防具,3000431,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000431,,0,,0,src/conf/conf_armor.erl:7777
防具,3000432,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000432,,0,,0,src/conf/conf_armor.erl:7795
防具,3000433,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000433,,0,,0,src/conf/conf_armor.erl:7813
防具,3000434,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000434,,0,,0,src/conf/conf_armor.erl:7831
防具,3000435,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000435,,0,,0,src/conf/conf_armor.erl:7849
防具,3000436,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000436,,0,,0,src/conf/conf_armor.erl:7867
防具,3000437,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000437,,0,,0,src/conf/conf_armor.erl:7885
防具,3000438,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000438,,0,,0,src/conf/conf_armor.erl:7903
防具,3000439,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000439,,0,,0,src/conf/conf_armor.erl:7921
防具,3000440,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000440,,0,,0,src/conf/conf_armor.erl:7939
防具,3000441,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000441,,0,,0,src/conf/conf_armor.erl:7957
防具,3000442,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000442,,0,,0,src/conf/conf_armor.erl:7975
防具,3000443,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000443,,0,,0,src/conf/conf_armor.erl:7993
防具,3000444,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000444,,0,,0,src/conf/conf_armor.erl:8011
防具,3000445,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000445,,0,,0,src/conf/conf_armor.erl:8029
防具,3000446,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000446,,0,,0,src/conf/conf_armor.erl:8047
防具,3000447,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000447,,0,,0,src/conf/conf_armor.erl:8065
防具,3000448,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000448,,0,,0,src/conf/conf_armor.erl:8083
防具,3000449,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000449,,0,,0,src/conf/conf_armor.erl:8101
防具,3000450,破境项链,0,全职业,1,白（灰）/凡品,槽位109,3000450,,0,,0,src/conf/conf_armor.erl:8119
防具,3000451,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000451,,0,,0,src/conf/conf_armor.erl:8137
防具,3000452,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000452,,0,,0,src/conf/conf_armor.erl:8155
防具,3000453,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000453,,0,,0,src/conf/conf_armor.erl:8173
防具,3000454,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000454,,0,,0,src/conf/conf_armor.erl:8191
防具,3000455,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000455,,0,,0,src/conf/conf_armor.erl:8209
防具,3000456,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000456,,0,,0,src/conf/conf_armor.erl:8227
防具,3000457,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000457,,0,,0,src/conf/conf_armor.erl:8245
防具,3000458,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000458,,0,,0,src/conf/conf_armor.erl:8263
防具,3000459,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000459,,0,,0,src/conf/conf_armor.erl:8281
防具,3000460,启程戒指,0,全职业,1,白（灰）/凡品,槽位108,3000460,,0,,0,src/conf/conf_armor.erl:8299
防具,3000461,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000461,,0,,0,src/conf/conf_armor.erl:8317
防具,3000462,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000462,,0,,0,src/conf/conf_armor.erl:8335
防具,3000463,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000463,,0,,0,src/conf/conf_armor.erl:8353
防具,3000464,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000464,,0,,0,src/conf/conf_armor.erl:8371
防具,3000465,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000465,,0,,0,src/conf/conf_armor.erl:8389
防具,3000466,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000466,,0,,0,src/conf/conf_armor.erl:8407
防具,3000467,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000467,,0,,0,src/conf/conf_armor.erl:8425
防具,3000468,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000468,,0,,0,src/conf/conf_armor.erl:8443
防具,3000469,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000469,,0,,0,src/conf/conf_armor.erl:8461
防具,3000470,寻路戒指,0,全职业,1,白（灰）/凡品,槽位108,3000470,,0,,0,src/conf/conf_armor.erl:8479
防具,3000471,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000471,,0,,0,src/conf/conf_armor.erl:8497
防具,3000472,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000472,,0,,0,src/conf/conf_armor.erl:8515
防具,3000473,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000473,,0,,0,src/conf/conf_armor.erl:8533
防具,3000474,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000474,,0,,0,src/conf/conf_armor.erl:8551
防具,3000475,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000475,,0,,0,src/conf/conf_armor.erl:8569
防具,3000476,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000476,,0,,0,src/conf/conf_armor.erl:8587
防具,3000477,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000477,,0,,0,src/conf/conf_armor.erl:8605
防具,3000478,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000478,,0,,0,src/conf/conf_armor.erl:8623
防具,3000479,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000479,,0,,0,src/conf/conf_armor.erl:8641
防具,3000480,远行戒指,0,全职业,1,白（灰）/凡品,槽位108,3000480,,0,,0,src/conf/conf_armor.erl:8659
防具,3000481,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000481,,0,,0,src/conf/conf_armor.erl:8677
防具,3000482,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000482,,0,,0,src/conf/conf_armor.erl:8695
防具,3000483,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000483,,0,,0,src/conf/conf_armor.erl:8713
防具,3000484,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000484,,0,,0,src/conf/conf_armor.erl:8731
防具,3000485,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000485,,0,,0,src/conf/conf_armor.erl:8749
防具,3000486,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000486,,0,,0,src/conf/conf_armor.erl:8767
防具,3000487,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000487,,0,,0,src/conf/conf_armor.erl:8785
防具,3000488,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000488,,0,,0,src/conf/conf_armor.erl:8803
防具,3000489,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000489,,0,,0,src/conf/conf_armor.erl:8821
防具,3000490,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000490,,0,,0,src/conf/conf_armor.erl:8839
防具,3000491,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000491,,0,,0,src/conf/conf_armor.erl:8857
防具,3000492,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000492,,0,,0,src/conf/conf_armor.erl:8875
防具,3000493,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000493,,0,,0,src/conf/conf_armor.erl:8893
防具,3000494,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000494,,0,,0,src/conf/conf_armor.erl:8911
防具,3000495,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000495,,0,,0,src/conf/conf_armor.erl:8929
防具,3000496,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000496,,0,,0,src/conf/conf_armor.erl:8947
防具,3000497,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000497,,0,,0,src/conf/conf_armor.erl:8965
防具,3000498,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000498,,0,,0,src/conf/conf_armor.erl:8983
防具,3000499,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000499,,0,,0,src/conf/conf_armor.erl:9001
防具,3000500,拓荒戒指,0,全职业,1,白（灰）/凡品,槽位108,3000500,,0,,0,src/conf/conf_armor.erl:9019
防具,3000501,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000501,,0,,0,src/conf/conf_armor.erl:9037
防具,3000502,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000502,,0,,0,src/conf/conf_armor.erl:9055
防具,3000503,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000503,,0,,0,src/conf/conf_armor.erl:9073
防具,3000504,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000504,,0,,0,src/conf/conf_armor.erl:9091
防具,3000505,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000505,,0,,0,src/conf/conf_armor.erl:9109
防具,3000506,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000506,,0,,0,src/conf/conf_armor.erl:9127
防具,3000507,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000507,,0,,0,src/conf/conf_armor.erl:9145
防具,3000508,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000508,,0,,0,src/conf/conf_armor.erl:9163
防具,3000509,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000509,,0,,0,src/conf/conf_armor.erl:9181
防具,3000510,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000510,,0,,0,src/conf/conf_armor.erl:9199
防具,3000511,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000511,,0,,0,src/conf/conf_armor.erl:9217
防具,3000512,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000512,,0,,0,src/conf/conf_armor.erl:9235
防具,3000513,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000513,,0,,0,src/conf/conf_armor.erl:9253
防具,3000514,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000514,,0,,0,src/conf/conf_armor.erl:9271
防具,3000515,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000515,,0,,0,src/conf/conf_armor.erl:9289
防具,3000516,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000516,,0,,0,src/conf/conf_armor.erl:9307
防具,3000517,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000517,,0,,0,src/conf/conf_armor.erl:9325
防具,3000518,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000518,,0,,0,src/conf/conf_armor.erl:9343
防具,3000519,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000519,,0,,0,src/conf/conf_armor.erl:9361
防具,3000520,远征戒指,0,全职业,1,白（灰）/凡品,槽位108,3000520,,0,,0,src/conf/conf_armor.erl:9379
防具,3000521,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000521,,0,,0,src/conf/conf_armor.erl:9397
防具,3000522,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000522,,0,,0,src/conf/conf_armor.erl:9415
防具,3000523,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000523,,0,,0,src/conf/conf_armor.erl:9433
防具,3000524,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000524,,0,,0,src/conf/conf_armor.erl:9451
防具,3000525,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000525,,0,,0,src/conf/conf_armor.erl:9469
防具,3000526,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000526,,0,,0,src/conf/conf_armor.erl:9487
防具,3000527,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000527,,0,,0,src/conf/conf_armor.erl:9505
防具,3000528,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000528,,0,,0,src/conf/conf_armor.erl:9523
防具,3000529,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000529,,0,,0,src/conf/conf_armor.erl:9541
防具,3000530,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000530,,0,,0,src/conf/conf_armor.erl:9559
防具,3000531,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000531,,0,,0,src/conf/conf_armor.erl:9577
防具,3000532,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000532,,0,,0,src/conf/conf_armor.erl:9595
防具,3000533,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000533,,0,,0,src/conf/conf_armor.erl:9613
防具,3000534,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000534,,0,,0,src/conf/conf_armor.erl:9631
防具,3000535,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000535,,0,,0,src/conf/conf_armor.erl:9649
防具,3000536,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000536,,0,,0,src/conf/conf_armor.erl:9667
防具,3000537,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000537,,0,,0,src/conf/conf_armor.erl:9685
防具,3000538,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000538,,0,,0,src/conf/conf_armor.erl:9703
防具,3000539,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000539,,0,,0,src/conf/conf_armor.erl:9721
防具,3000540,破境戒指,0,全职业,1,白（灰）/凡品,槽位108,3000540,,0,,0,src/conf/conf_armor.erl:9739
防具,3000541,启程头盔,0,全职业,2,蓝/精良,槽位104,3000541,,0,,0,src/conf/conf_armor.erl:9757
防具,3000542,启程头盔,0,全职业,2,蓝/精良,槽位104,3000542,,0,,0,src/conf/conf_armor.erl:9775
防具,3000543,启程头盔,0,全职业,2,蓝/精良,槽位104,3000543,,0,,0,src/conf/conf_armor.erl:9793
防具,3000544,启程头盔,0,全职业,2,蓝/精良,槽位104,3000544,,0,,0,src/conf/conf_armor.erl:9811
防具,3000545,启程头盔,0,全职业,2,蓝/精良,槽位104,3000545,,0,,0,src/conf/conf_armor.erl:9829
防具,3000546,启程头盔,0,全职业,2,蓝/精良,槽位104,3000546,,0,,0,src/conf/conf_armor.erl:9847
防具,3000547,启程头盔,0,全职业,2,蓝/精良,槽位104,3000547,,0,,0,src/conf/conf_armor.erl:9865
防具,3000548,启程头盔,0,全职业,2,蓝/精良,槽位104,3000548,,0,,0,src/conf/conf_armor.erl:9883
防具,3000549,启程头盔,0,全职业,2,蓝/精良,槽位104,3000549,,0,,0,src/conf/conf_armor.erl:9901
防具,3000550,启程头盔,0,全职业,2,蓝/精良,槽位104,3000550,,0,,0,src/conf/conf_armor.erl:9919
防具,3000551,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000551,,0,,0,src/conf/conf_armor.erl:9937
防具,3000552,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000552,,0,,0,src/conf/conf_armor.erl:9955
防具,3000553,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000553,,0,,0,src/conf/conf_armor.erl:9973
防具,3000554,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000554,,0,,0,src/conf/conf_armor.erl:9991
防具,3000555,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000555,,0,,0,src/conf/conf_armor.erl:10009
防具,3000556,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000556,,0,,0,src/conf/conf_armor.erl:10027
防具,3000557,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000557,,0,,0,src/conf/conf_armor.erl:10045
防具,3000558,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000558,,0,,0,src/conf/conf_armor.erl:10063
防具,3000559,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000559,,0,,0,src/conf/conf_armor.erl:10081
防具,3000560,寻路头盔,0,全职业,2,蓝/精良,槽位104,3000560,,0,,0,src/conf/conf_armor.erl:10099
防具,3000561,远行头盔,0,全职业,2,蓝/精良,槽位104,3000561,,0,,0,src/conf/conf_armor.erl:10117
防具,3000562,远行头盔,0,全职业,2,蓝/精良,槽位104,3000562,,0,,0,src/conf/conf_armor.erl:10135
防具,3000563,远行头盔,0,全职业,2,蓝/精良,槽位104,3000563,,0,,0,src/conf/conf_armor.erl:10153
防具,3000564,远行头盔,0,全职业,2,蓝/精良,槽位104,3000564,,0,,0,src/conf/conf_armor.erl:10171
防具,3000565,远行头盔,0,全职业,2,蓝/精良,槽位104,3000565,,0,,0,src/conf/conf_armor.erl:10189
防具,3000566,远行头盔,0,全职业,2,蓝/精良,槽位104,3000566,,0,,0,src/conf/conf_armor.erl:10207
防具,3000567,远行头盔,0,全职业,2,蓝/精良,槽位104,3000567,,0,,0,src/conf/conf_armor.erl:10225
防具,3000568,远行头盔,0,全职业,2,蓝/精良,槽位104,3000568,,0,,0,src/conf/conf_armor.erl:10243
防具,3000569,远行头盔,0,全职业,2,蓝/精良,槽位104,3000569,,0,,0,src/conf/conf_armor.erl:10261
防具,3000570,远行头盔,0,全职业,2,蓝/精良,槽位104,3000570,,0,,0,src/conf/conf_armor.erl:10279
防具,3000571,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000571,,0,,0,src/conf/conf_armor.erl:10297
防具,3000572,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000572,,0,,0,src/conf/conf_armor.erl:10315
防具,3000573,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000573,,0,,0,src/conf/conf_armor.erl:10333
防具,3000574,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000574,,0,,0,src/conf/conf_armor.erl:10351
防具,3000575,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000575,,0,,0,src/conf/conf_armor.erl:10369
防具,3000576,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000576,,0,,0,src/conf/conf_armor.erl:10387
防具,3000577,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000577,,0,,0,src/conf/conf_armor.erl:10405
防具,3000578,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000578,,0,,0,src/conf/conf_armor.erl:10423
防具,3000579,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000579,,0,,0,src/conf/conf_armor.erl:10441
防具,3000580,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000580,,0,,0,src/conf/conf_armor.erl:10459
防具,3000581,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000581,,0,,0,src/conf/conf_armor.erl:10477
防具,3000582,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000582,,0,,0,src/conf/conf_armor.erl:10495
防具,3000583,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000583,,0,,0,src/conf/conf_armor.erl:10513
防具,3000584,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000584,,0,,0,src/conf/conf_armor.erl:10531
防具,3000585,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000585,,0,,0,src/conf/conf_armor.erl:10549
防具,3000586,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000586,,0,,0,src/conf/conf_armor.erl:10567
防具,3000587,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000587,,0,,0,src/conf/conf_armor.erl:10585
防具,3000588,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000588,,0,,0,src/conf/conf_armor.erl:10603
防具,3000589,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000589,,0,,0,src/conf/conf_armor.erl:10621
防具,3000590,拓荒头盔,0,全职业,2,蓝/精良,槽位104,3000590,,0,,0,src/conf/conf_armor.erl:10639
防具,3000591,远征头盔,0,全职业,2,蓝/精良,槽位104,3000591,,0,,0,src/conf/conf_armor.erl:10657
防具,3000592,远征头盔,0,全职业,2,蓝/精良,槽位104,3000592,,0,,0,src/conf/conf_armor.erl:10675
防具,3000593,远征头盔,0,全职业,2,蓝/精良,槽位104,3000593,,0,,0,src/conf/conf_armor.erl:10693
防具,3000594,远征头盔,0,全职业,2,蓝/精良,槽位104,3000594,,0,,0,src/conf/conf_armor.erl:10711
防具,3000595,远征头盔,0,全职业,2,蓝/精良,槽位104,3000595,,0,,0,src/conf/conf_armor.erl:10729
防具,3000596,远征头盔,0,全职业,2,蓝/精良,槽位104,3000596,,0,,0,src/conf/conf_armor.erl:10747
防具,3000597,远征头盔,0,全职业,2,蓝/精良,槽位104,3000597,,0,,0,src/conf/conf_armor.erl:10765
防具,3000598,远征头盔,0,全职业,2,蓝/精良,槽位104,3000598,,0,,0,src/conf/conf_armor.erl:10783
防具,3000599,远征头盔,0,全职业,2,蓝/精良,槽位104,3000599,,0,,0,src/conf/conf_armor.erl:10801
防具,3000600,远征头盔,0,全职业,2,蓝/精良,槽位104,3000600,,0,,0,src/conf/conf_armor.erl:10819
防具,3000601,远征头盔,0,全职业,2,蓝/精良,槽位104,3000601,,0,,0,src/conf/conf_armor.erl:10837
防具,3000602,远征头盔,0,全职业,2,蓝/精良,槽位104,3000602,,0,,0,src/conf/conf_armor.erl:10855
防具,3000603,远征头盔,0,全职业,2,蓝/精良,槽位104,3000603,,0,,0,src/conf/conf_armor.erl:10873
防具,3000604,远征头盔,0,全职业,2,蓝/精良,槽位104,3000604,,0,,0,src/conf/conf_armor.erl:10891
防具,3000605,远征头盔,0,全职业,2,蓝/精良,槽位104,3000605,,0,,0,src/conf/conf_armor.erl:10909
防具,3000606,远征头盔,0,全职业,2,蓝/精良,槽位104,3000606,,0,,0,src/conf/conf_armor.erl:10927
防具,3000607,远征头盔,0,全职业,2,蓝/精良,槽位104,3000607,,0,,0,src/conf/conf_armor.erl:10945
防具,3000608,远征头盔,0,全职业,2,蓝/精良,槽位104,3000608,,0,,0,src/conf/conf_armor.erl:10963
防具,3000609,远征头盔,0,全职业,2,蓝/精良,槽位104,3000609,,0,,0,src/conf/conf_armor.erl:10981
防具,3000610,远征头盔,0,全职业,2,蓝/精良,槽位104,3000610,,0,,0,src/conf/conf_armor.erl:10999
防具,3000611,破境头盔,0,全职业,2,蓝/精良,槽位104,3000611,,0,,0,src/conf/conf_armor.erl:11017
防具,3000612,破境头盔,0,全职业,2,蓝/精良,槽位104,3000612,,0,,0,src/conf/conf_armor.erl:11035
防具,3000613,破境头盔,0,全职业,2,蓝/精良,槽位104,3000613,,0,,0,src/conf/conf_armor.erl:11053
防具,3000614,破境头盔,0,全职业,2,蓝/精良,槽位104,3000614,,0,,0,src/conf/conf_armor.erl:11071
防具,3000615,破境头盔,0,全职业,2,蓝/精良,槽位104,3000615,,0,,0,src/conf/conf_armor.erl:11089
防具,3000616,破境头盔,0,全职业,2,蓝/精良,槽位104,3000616,,0,,0,src/conf/conf_armor.erl:11107
防具,3000617,破境头盔,0,全职业,2,蓝/精良,槽位104,3000617,,0,,0,src/conf/conf_armor.erl:11125
防具,3000618,破境头盔,0,全职业,2,蓝/精良,槽位104,3000618,,0,,0,src/conf/conf_armor.erl:11143
防具,3000619,破境头盔,0,全职业,2,蓝/精良,槽位104,3000619,,0,,0,src/conf/conf_armor.erl:11161
防具,3000620,破境头盔,0,全职业,2,蓝/精良,槽位104,3000620,,0,,0,src/conf/conf_armor.erl:11179
防具,3000621,破境头盔,0,全职业,2,蓝/精良,槽位104,3000621,,0,,0,src/conf/conf_armor.erl:11197
防具,3000622,破境头盔,0,全职业,2,蓝/精良,槽位104,3000622,,0,,0,src/conf/conf_armor.erl:11215
防具,3000623,破境头盔,0,全职业,2,蓝/精良,槽位104,3000623,,0,,0,src/conf/conf_armor.erl:11233
防具,3000624,破境头盔,0,全职业,2,蓝/精良,槽位104,3000624,,0,,0,src/conf/conf_armor.erl:11251
防具,3000625,破境头盔,0,全职业,2,蓝/精良,槽位104,3000625,,0,,0,src/conf/conf_armor.erl:11269
防具,3000626,破境头盔,0,全职业,2,蓝/精良,槽位104,3000626,,0,,0,src/conf/conf_armor.erl:11287
防具,3000627,破境头盔,0,全职业,2,蓝/精良,槽位104,3000627,,0,,0,src/conf/conf_armor.erl:11305
防具,3000628,破境头盔,0,全职业,2,蓝/精良,槽位104,3000628,,0,,0,src/conf/conf_armor.erl:11323
防具,3000629,破境头盔,0,全职业,2,蓝/精良,槽位104,3000629,,0,,0,src/conf/conf_armor.erl:11341
防具,3000630,破境头盔,0,全职业,2,蓝/精良,槽位104,3000630,,0,,0,src/conf/conf_armor.erl:11359
防具,3000631,启程披风,0,全职业,2,蓝/精良,槽位105,3000631,,0,,0,src/conf/conf_armor.erl:11377
防具,3000632,启程披风,0,全职业,2,蓝/精良,槽位105,3000632,,0,,0,src/conf/conf_armor.erl:11395
