item_id,服务端名称,多语言键,type,类型说明,quality,品质说明,获得去向,珍品,指令可获得,记录后台日志,param,来源
3000359,破境鞋子,150156,107,脚,1,白（灰）/凡品,1,0,1,1,89,src/conf/conf_item.erl:8044
3000360,破境鞋子,150156,107,脚,1,白（灰）/凡品,1,0,1,1,90,src/conf/conf_item.erl:8061
3000361,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,1,src/conf/conf_item.erl:8078
3000362,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,2,src/conf/conf_item.erl:8095
3000363,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,3,src/conf/conf_item.erl:8112
3000364,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,4,src/conf/conf_item.erl:8129
3000365,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,5,src/conf/conf_item.erl:8146
3000366,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,6,src/conf/conf_item.erl:8163
3000367,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,7,src/conf/conf_item.erl:8180
3000368,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,8,src/conf/conf_item.erl:8197
3000369,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,9,src/conf/conf_item.erl:8214
3000370,启程项链,150123,109,项链,1,白（灰）/凡品,1,0,1,1,10,src/conf/conf_item.erl:8231
3000371,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,11,src/conf/conf_item.erl:8248
3000372,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,12,src/conf/conf_item.erl:8265
3000373,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,13,src/conf/conf_item.erl:8282
3000374,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,14,src/conf/conf_item.erl:8299
3000375,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,15,src/conf/conf_item.erl:8316
3000376,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,16,src/conf/conf_item.erl:8333
3000377,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,17,src/conf/conf_item.erl:8350
3000378,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,18,src/conf/conf_item.erl:8367
3000379,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,19,src/conf/conf_item.erl:8384
3000380,寻路项链,150130,109,项链,1,白（灰）/凡品,1,0,1,1,20,src/conf/conf_item.erl:8401
3000381,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,21,src/conf/conf_item.erl:8418
3000382,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,22,src/conf/conf_item.erl:8435
3000383,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,23,src/conf/conf_item.erl:8452
3000384,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,24,src/conf/conf_item.erl:8469
3000385,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,25,src/conf/conf_item.erl:8486
3000386,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,26,src/conf/conf_item.erl:8503
3000387,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,27,src/conf/conf_item.erl:8520
3000388,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,28,src/conf/conf_item.erl:8537
3000389,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,29,src/conf/conf_item.erl:8554
3000390,远行项链,150137,109,项链,1,白（灰）/凡品,1,0,1,1,30,src/conf/conf_item.erl:8571
3000391,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,31,src/conf/conf_item.erl:8588
3000392,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,32,src/conf/conf_item.erl:8605
3000393,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,33,src/conf/conf_item.erl:8622
3000394,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,34,src/conf/conf_item.erl:8639
3000395,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,35,src/conf/conf_item.erl:8656
3000396,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,36,src/conf/conf_item.erl:8673
3000397,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,37,src/conf/conf_item.erl:8690
3000398,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,38,src/conf/conf_item.erl:8707
3000399,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,39,src/conf/conf_item.erl:8724
3000400,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,40,src/conf/conf_item.erl:8741
3000401,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,41,src/conf/conf_item.erl:8758
3000402,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,42,src/conf/conf_item.erl:8775
3000403,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,43,src/conf/conf_item.erl:8792
3000404,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,44,src/conf/conf_item.erl:8809
3000405,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,45,src/conf/conf_item.erl:8826
3000406,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,46,src/conf/conf_item.erl:8843
3000407,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,47,src/conf/conf_item.erl:8860
3000408,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,48,src/conf/conf_item.erl:8877
3000409,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,49,src/conf/conf_item.erl:8894
3000410,拓荒项链,150144,109,项链,1,白（灰）/凡品,1,0,1,1,50,src/conf/conf_item.erl:8911
3000411,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,51,src/conf/conf_item.erl:8928
3000412,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,52,src/conf/conf_item.erl:8945
3000413,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,53,src/conf/conf_item.erl:8962
3000414,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,54,src/conf/conf_item.erl:8979
3000415,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,55,src/conf/conf_item.erl:8996
3000416,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,56,src/conf/conf_item.erl:9013
3000417,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,57,src/conf/conf_item.erl:9030
3000418,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,58,src/conf/conf_item.erl:9047
3000419,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,59,src/conf/conf_item.erl:9064
3000420,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,60,src/conf/conf_item.erl:9081
3000421,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,61,src/conf/conf_item.erl:9098
3000422,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,62,src/conf/conf_item.erl:9115
3000423,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,63,src/conf/conf_item.erl:9132
3000424,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,64,src/conf/conf_item.erl:9149
3000425,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,65,src/conf/conf_item.erl:9166
3000426,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,66,src/conf/conf_item.erl:9183
3000427,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,67,src/conf/conf_item.erl:9200
3000428,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,68,src/conf/conf_item.erl:9217
3000429,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,69,src/conf/conf_item.erl:9234
3000430,远征项链,150151,109,项链,1,白（灰）/凡品,1,0,1,1,70,src/conf/conf_item.erl:9251
3000431,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,71,src/conf/conf_item.erl:9268
3000432,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,72,src/conf/conf_item.erl:9285
3000433,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,73,src/conf/conf_item.erl:9302
3000434,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,74,src/conf/conf_item.erl:9319
3000435,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,75,src/conf/conf_item.erl:9336
3000436,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,76,src/conf/conf_item.erl:9353
3000437,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,77,src/conf/conf_item.erl:9370
3000438,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,78,src/conf/conf_item.erl:9387
3000439,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,79,src/conf/conf_item.erl:9404
3000440,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,80,src/conf/conf_item.erl:9421
3000441,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,81,src/conf/conf_item.erl:9438
3000442,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,82,src/conf/conf_item.erl:9455
3000443,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,83,src/conf/conf_item.erl:9472
3000444,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,84,src/conf/conf_item.erl:9489
3000445,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,85,src/conf/conf_item.erl:9506
3000446,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,86,src/conf/conf_item.erl:9523
3000447,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,87,src/conf/conf_item.erl:9540
3000448,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,88,src/conf/conf_item.erl:9557
3000449,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,89,src/conf/conf_item.erl:9574
3000450,破境项链,150158,109,项链,1,白（灰）/凡品,1,0,1,1,90,src/conf/conf_item.erl:9591
3000451,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,1,src/conf/conf_item.erl:9608
3000452,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,2,src/conf/conf_item.erl:9625
3000453,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,3,src/conf/conf_item.erl:9642
3000454,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,4,src/conf/conf_item.erl:9659
3000455,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,5,src/conf/conf_item.erl:9676
3000456,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,6,src/conf/conf_item.erl:9693
3000457,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,7,src/conf/conf_item.erl:9710
3000458,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,8,src/conf/conf_item.erl:9727
3000459,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,9,src/conf/conf_item.erl:9744
3000460,启程戒指,150122,108,戒指,1,白（灰）/凡品,1,0,1,1,10,src/conf/conf_item.erl:9761
3000461,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,11,src/conf/conf_item.erl:9778
3000462,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,12,src/conf/conf_item.erl:9795
3000463,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,13,src/conf/conf_item.erl:9812
3000464,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,14,src/conf/conf_item.erl:9829
3000465,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,15,src/conf/conf_item.erl:9846
3000466,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,16,src/conf/conf_item.erl:9863
3000467,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,17,src/conf/conf_item.erl:9880
3000468,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,18,src/conf/conf_item.erl:9897
3000469,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,19,src/conf/conf_item.erl:9914
3000470,寻路戒指,150129,108,戒指,1,白（灰）/凡品,1,0,1,1,20,src/conf/conf_item.erl:9931
3000471,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,21,src/conf/conf_item.erl:9948
3000472,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,22,src/conf/conf_item.erl:9965
3000473,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,23,src/conf/conf_item.erl:9982
3000474,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,24,src/conf/conf_item.erl:9999
3000475,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,25,src/conf/conf_item.erl:10016
3000476,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,26,src/conf/conf_item.erl:10033
3000477,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,27,src/conf/conf_item.erl:10050
3000478,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,28,src/conf/conf_item.erl:10067
3000479,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,29,src/conf/conf_item.erl:10084
3000480,远行戒指,150136,108,戒指,1,白（灰）/凡品,1,0,1,1,30,src/conf/conf_item.erl:10101
3000481,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,31,src/conf/conf_item.erl:10118
3000482,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,32,src/conf/conf_item.erl:10135
3000483,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,33,src/conf/conf_item.erl:10152
3000484,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,34,src/conf/conf_item.erl:10169
3000485,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,35,src/conf/conf_item.erl:10186
3000486,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,36,src/conf/conf_item.erl:10203
3000487,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,37,src/conf/conf_item.erl:10220
3000488,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,38,src/conf/conf_item.erl:10237
3000489,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,39,src/conf/conf_item.erl:10254
3000490,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,40,src/conf/conf_item.erl:10271
3000491,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,41,src/conf/conf_item.erl:10288
3000492,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,42,src/conf/conf_item.erl:10305
3000493,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,43,src/conf/conf_item.erl:10322
3000494,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,44,src/conf/conf_item.erl:10339
3000495,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,45,src/conf/conf_item.erl:10356
3000496,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,46,src/conf/conf_item.erl:10373
3000497,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,47,src/conf/conf_item.erl:10390
3000498,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,48,src/conf/conf_item.erl:10407
3000499,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,49,src/conf/conf_item.erl:10424
3000500,拓荒戒指,150143,108,戒指,1,白（灰）/凡品,1,0,1,1,50,src/conf/conf_item.erl:10441
3000501,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,51,src/conf/conf_item.erl:10458
3000502,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,52,src/conf/conf_item.erl:10475
3000503,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,53,src/conf/conf_item.erl:10492
3000504,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,54,src/conf/conf_item.erl:10509
3000505,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,55,src/conf/conf_item.erl:10526
3000506,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,56,src/conf/conf_item.erl:10543
3000507,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,57,src/conf/conf_item.erl:10560
3000508,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,58,src/conf/conf_item.erl:10577
3000509,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,59,src/conf/conf_item.erl:10594
3000510,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,60,src/conf/conf_item.erl:10611
3000511,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,61,src/conf/conf_item.erl:10628
3000512,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,62,src/conf/conf_item.erl:10645
3000513,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,63,src/conf/conf_item.erl:10662
3000514,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,64,src/conf/conf_item.erl:10679
3000515,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,65,src/conf/conf_item.erl:10696
3000516,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,66,src/conf/conf_item.erl:10713
3000517,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,67,src/conf/conf_item.erl:10730
3000518,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,68,src/conf/conf_item.erl:10747
3000519,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,69,src/conf/conf_item.erl:10764
3000520,远征戒指,150150,108,戒指,1,白（灰）/凡品,1,0,1,1,70,src/conf/conf_item.erl:10781
3000521,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,71,src/conf/conf_item.erl:10798
3000522,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,72,src/conf/conf_item.erl:10815
3000523,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,73,src/conf/conf_item.erl:10832
3000524,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,74,src/conf/conf_item.erl:10849
3000525,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,75,src/conf/conf_item.erl:10866
3000526,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,76,src/conf/conf_item.erl:10883
3000527,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,77,src/conf/conf_item.erl:10900
3000528,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,78,src/conf/conf_item.erl:10917
3000529,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,79,src/conf/conf_item.erl:10934
3000530,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,80,src/conf/conf_item.erl:10951
3000531,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,81,src/conf/conf_item.erl:10968
3000532,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,82,src/conf/conf_item.erl:10985
3000533,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,83,src/conf/conf_item.erl:11002
3000534,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,84,src/conf/conf_item.erl:11019
3000535,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,85,src/conf/conf_item.erl:11036
3000536,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,86,src/conf/conf_item.erl:11053
3000537,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,87,src/conf/conf_item.erl:11070
3000538,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,88,src/conf/conf_item.erl:11087
3000539,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,89,src/conf/conf_item.erl:11104
3000540,破境戒指,150157,108,戒指,1,白（灰）/凡品,1,0,1,1,90,src/conf/conf_item.erl:11121
3000541,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,1,src/conf/conf_item.erl:11138
3000542,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,2,src/conf/conf_item.erl:11155
3000543,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,3,src/conf/conf_item.erl:11172
3000544,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,4,src/conf/conf_item.erl:11189
3000545,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,5,src/conf/conf_item.erl:11206
3000546,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,6,src/conf/conf_item.erl:11223
3000547,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,7,src/conf/conf_item.erl:11240
3000548,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,8,src/conf/conf_item.erl:11257
3000549,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,9,src/conf/conf_item.erl:11274
3000550,启程头盔,150118,104,头部,2,蓝/精良,1,0,1,1,10,src/conf/conf_item.erl:11291
3000551,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,11,src/conf/conf_item.erl:11308
3000552,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,12,src/conf/conf_item.erl:11325
3000553,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,13,src/conf/conf_item.erl:11342
3000554,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,14,src/conf/conf_item.erl:11359
3000555,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,15,src/conf/conf_item.erl:11376
3000556,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,16,src/conf/conf_item.erl:11393
3000557,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,17,src/conf/conf_item.erl:11410
3000558,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,18,src/conf/conf_item.erl:11427
3000559,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,19,src/conf/conf_item.erl:11444
3000560,寻路头盔,150125,104,头部,2,蓝/精良,1,0,1,1,20,src/conf/conf_item.erl:11461
3000561,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,21,src/conf/conf_item.erl:11478
3000562,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,22,src/conf/conf_item.erl:11495
3000563,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,23,src/conf/conf_item.erl:11512
3000564,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,24,src/conf/conf_item.erl:11529
3000565,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,25,src/conf/conf_item.erl:11546
3000566,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,26,src/conf/conf_item.erl:11563
3000567,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,27,src/conf/conf_item.erl:11580
3000568,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,28,src/conf/conf_item.erl:11597
3000569,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,29,src/conf/conf_item.erl:11614
3000570,远行头盔,150132,104,头部,2,蓝/精良,1,0,1,1,30,src/conf/conf_item.erl:11631
3000571,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,31,src/conf/conf_item.erl:11648
3000572,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,32,src/conf/conf_item.erl:11665
3000573,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,33,src/conf/conf_item.erl:11682
3000574,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,34,src/conf/conf_item.erl:11699
3000575,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,35,src/conf/conf_item.erl:11716
3000576,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,36,src/conf/conf_item.erl:11733
3000577,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,37,src/conf/conf_item.erl:11750
3000578,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,38,src/conf/conf_item.erl:11767
3000579,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,39,src/conf/conf_item.erl:11784
3000580,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,40,src/conf/conf_item.erl:11801
3000581,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,41,src/conf/conf_item.erl:11818
3000582,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,42,src/conf/conf_item.erl:11835
3000583,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,43,src/conf/conf_item.erl:11852
3000584,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,44,src/conf/conf_item.erl:11869
3000585,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,45,src/conf/conf_item.erl:11886
3000586,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,46,src/conf/conf_item.erl:11903
3000587,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,47,src/conf/conf_item.erl:11920
3000588,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,48,src/conf/conf_item.erl:11937
3000589,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,49,src/conf/conf_item.erl:11954
3000590,拓荒头盔,150139,104,头部,2,蓝/精良,1,0,1,1,50,src/conf/conf_item.erl:11971
3000591,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,51,src/conf/conf_item.erl:11988
3000592,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,52,src/conf/conf_item.erl:12005
3000593,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,53,src/conf/conf_item.erl:12022
3000594,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,54,src/conf/conf_item.erl:12039
3000595,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,55,src/conf/conf_item.erl:12056
3000596,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,56,src/conf/conf_item.erl:12073
3000597,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,57,src/conf/conf_item.erl:12090
3000598,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,58,src/conf/conf_item.erl:12107
3000599,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,59,src/conf/conf_item.erl:12124
3000600,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,60,src/conf/conf_item.erl:12141
3000601,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,61,src/conf/conf_item.erl:12158
3000602,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,62,src/conf/conf_item.erl:12175
3000603,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,63,src/conf/conf_item.erl:12192
3000604,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,64,src/conf/conf_item.erl:12209
3000605,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,65,src/conf/conf_item.erl:12226
3000606,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,66,src/conf/conf_item.erl:12243
3000607,远征头盔,150146,104,头部,2,蓝/精良,1,0,1,1,67,src/conf/conf_item.erl:12260
